"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"23:43:40,6745519","parent.exe","20288","RegOpenKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Read"
"23:43:40,6745633","parent.exe","20288","RegQueryValue","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","NAME NOT FOUND","Length: 1 024"
"23:43:40,6745724","parent.exe","20288","RegCloseKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"23:43:40,6745813","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Custom\child1.exe","NAME NOT FOUND","Desired Access: Read"
"23:43:40,6746799","parent.exe","20288","QueryStandardInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","AllocationSize: 15 917 056, EndOfFile: 15 913 317, NumberOfLinks: 1, DeletePending: False, Directory: False"
"23:43:40,6746901","parent.exe","20288","CreateFileMapping","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ|PAGE_NOCACHE"
"23:43:40,6746997","parent.exe","20288","QueryStandardInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","AllocationSize: 15 917 056, EndOfFile: 15 913 317, NumberOfLinks: 1, DeletePending: False, Directory: False"
"23:43:40,6747189","parent.exe","20288","CreateFileMapping","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","SyncType: SyncTypeOther"
"23:43:40,6756390","parent.exe","20288","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS",""
"23:43:40,6757187","parent.exe","20288","CloseFile","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS",""
"23:43:40,6757711","parent.exe","20288","QueryBasicInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","CreationTime: 20.11.2025 23:18:15, LastAccessTime: 20.11.2025 23:39:09, LastWriteTime: 20.11.2025 23:23:34, ChangeTime: 20.11.2025 23:23:34, FileAttributes: A"
"23:43:40,6758040","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","Desired Access: Read"
"23:43:40,6758252","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest","NAME NOT FOUND","Length: 20"
"23:43:40,6758389","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS",""
"23:43:40,6758818","parent.exe","20288","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"23:43:40,6758952","parent.exe","20288","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"23:43:40,6759089","parent.exe","20288","RegCloseKey","HKCU","SUCCESS",""
"23:43:40,6759182","parent.exe","20288","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"23:43:40,6759327","parent.exe","20288","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"23:43:40,6759429","parent.exe","20288","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"23:43:40,6759538","parent.exe","20288","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"23:43:40,6759640","parent.exe","20288","RegCloseKey","HKCU","SUCCESS",""
"23:43:40,6759733","parent.exe","20288","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"23:43:40,6759839","parent.exe","20288","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"23:43:40,6759943","parent.exe","20288","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"23:43:40,6760037","parent.exe","20288","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"23:43:40,6760148","parent.exe","20288","RegQueryValue","HKCU\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"23:43:40,6760258","parent.exe","20288","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"23:43:40,6760339","parent.exe","20288","RegCloseKey","HKCU","SUCCESS",""
"23:43:40,6760423","parent.exe","20288","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"23:43:40,6760527","parent.exe","20288","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"23:43:40,6760626","parent.exe","20288","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS","Desired Access: Read"
"23:43:40,6760727","parent.exe","20288","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","BUFFER OVERFLOW","Length: 12"
"23:43:40,6760871","parent.exe","20288","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","SUCCESS","Type: REG_MULTI_SZ, Length: 12, Data: ru-RU"
"23:43:40,6761051","parent.exe","20288","RegCloseKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS",""
"23:43:40,6761189","parent.exe","20288","RegCloseKey","HKCU","SUCCESS",""
"23:43:40,6761305","parent.exe","20288","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"23:43:40,6761414","parent.exe","20288","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"23:43:40,6761518","parent.exe","20288","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"23:43:40,6761610","parent.exe","20288","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"23:43:40,6761703","parent.exe","20288","RegQueryValue","HKCU\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"23:43:40,6761803","parent.exe","20288","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"23:43:40,6761882","parent.exe","20288","RegCloseKey","HKCU","SUCCESS",""
"23:43:40,6761983","parent.exe","20288","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"23:43:40,6762113","parent.exe","20288","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"23:43:40,6762212","parent.exe","20288","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"23:43:40,6762308","parent.exe","20288","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"23:43:40,6762399","parent.exe","20288","RegCloseKey","HKCU","SUCCESS",""
"23:43:40,6785324","parent.exe","20288","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"23:43:40,6785669","parent.exe","20288","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 114, Data: C:\Users\kseni\AppData\Local\Microsoft\Windows\INetCache"
"23:43:40,6785931","parent.exe","20288","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"23:43:40,6786249","parent.exe","20288","QuerySecurityFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"23:43:40,6786837","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6787102","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"23:43:40,6787304","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6787487","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"23:43:40,6787700","parent.exe","20288","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ, Length: 24, Data: sysmain.sdb"
"23:43:40,6787884","parent.exe","20288","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ"
"23:43:40,6788079","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"23:43:40,6788254","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6788436","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysMerge.sdb","NAME NOT FOUND","Length: 0"
"23:43:40,6788658","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6788980","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6789147","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysmain.sdb","NAME NOT FOUND","Length: 0"
"23:43:40,6789297","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6789475","parent.exe","20288","QueryBasicInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","CreationTime: 20.11.2025 23:18:15, LastAccessTime: 20.11.2025 23:43:40, LastWriteTime: 20.11.2025 23:23:34, ChangeTime: 20.11.2025 23:23:34, FileAttributes: A"
"23:43:40,6790984","parent.exe","20288","CreateFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6791568","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"23:43:40,6791785","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"23:43:40,6791982","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SafeDllSearchMode","NAME NOT FOUND","Length: 16"
"23:43:40,6793554","parent.exe","20288","CreateFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6793810","parent.exe","20288","QueryBasicInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","CreationTime: 20.11.2025 23:18:15, LastAccessTime: 20.11.2025 23:43:40, LastWriteTime: 20.11.2025 23:23:34, ChangeTime: 20.11.2025 23:23:34, FileAttributes: A"
"23:43:40,6793972","parent.exe","20288","CloseFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS",""
"23:43:40,6794965","parent.exe","20288","CreateFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6795375","parent.exe","20288","CreateFileMapping","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ|PAGE_NOCACHE"
"23:43:40,6795672","parent.exe","20288","CreateFileMapping","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","SyncType: SyncTypeOther"
"23:43:40,6796045","parent.exe","20288","CloseFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS",""
"23:43:40,6799785","parent.exe","20288","CloseFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS",""
"23:43:40,6800329","parent.exe","20288","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"23:43:40,6800563","parent.exe","20288","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 114, Data: C:\Users\kseni\AppData\Local\Microsoft\Windows\INetCache"
"23:43:40,6800766","parent.exe","20288","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"23:43:40,6801018","parent.exe","20288","QuerySecurityFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"23:43:40,6801249","parent.exe","20288","QueryBasicInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","CreationTime: 20.11.2025 23:18:15, LastAccessTime: 20.11.2025 23:43:40, LastWriteTime: 20.11.2025 23:23:34, ChangeTime: 20.11.2025 23:23:34, FileAttributes: A"
"23:43:40,6801976","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6802174","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysmain.sdb","NAME NOT FOUND","Length: 0"
"23:43:40,6802324","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6803262","parent.exe","20288","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6803803","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4 128 768, EndOfFile: 4 127 356, NumberOfLinks: 3, DeletePending: False, Directory: False"
"23:43:40,6803944","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4 128 768, EndOfFile: 4 127 356, NumberOfLinks: 3, DeletePending: False, Directory: False"
"23:43:40,6804110","parent.exe","20288","CreateFileMapping","C:\Windows\apppatch\sysmain.sdb","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ|PAGE_NOCACHE"
"23:43:40,6804266","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4 128 768, EndOfFile: 4 127 356, NumberOfLinks: 3, DeletePending: False, Directory: False"
"23:43:40,6804538","parent.exe","20288","CreateFileMapping","C:\Windows\apppatch\sysmain.sdb","SUCCESS","SyncType: SyncTypeOther"
"23:43:40,6805055","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6805246","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"23:43:40,6805399","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6805582","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"23:43:40,6805805","parent.exe","20288","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ, Length: 24, Data: sysmain.sdb"
"23:43:40,6805946","parent.exe","20288","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ"
"23:43:40,6806103","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"23:43:40,6806260","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6806404","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysMerge.sdb","NAME NOT FOUND","Length: 0"
"23:43:40,6806531","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6806677","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6806844","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysMerge.sdb","NAME NOT FOUND","Length: 0"
"23:43:40,6806965","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6807747","parent.exe","20288","CreateFile","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6808286","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS","AllocationSize: 32 768, EndOfFile: 31 900, NumberOfLinks: 2, DeletePending: False, Directory: False"
"23:43:40,6808529","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS","AllocationSize: 32 768, EndOfFile: 31 900, NumberOfLinks: 2, DeletePending: False, Directory: False"
"23:43:40,6808744","parent.exe","20288","CreateFileMapping","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ|PAGE_NOCACHE"
"23:43:40,6808967","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS","AllocationSize: 32 768, EndOfFile: 31 900, NumberOfLinks: 2, DeletePending: False, Directory: False"
"23:43:40,6809396","parent.exe","20288","CreateFileMapping","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS","SyncType: SyncTypeOther"
"23:43:40,6811446","parent.exe","20288","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS",""
"23:43:40,6812604","parent.exe","20288","CloseFile","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS",""
"23:43:40,6813637","parent.exe","20288","CloseFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS",""
"23:43:40,6824945","parent.exe","20288","CreateFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6825463","parent.exe","20288","QueryBasicInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe","SUCCESS","CreationTime: 20.11.2025 23:18:21, LastAccessTime: 20.11.2025 23:39:09, LastWriteTime: 20.11.2025 23:23:37, ChangeTime: 20.11.2025 23:23:37, FileAttributes: A"
"23:43:40,6825757","parent.exe","20288","CloseFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe","SUCCESS",""
"23:43:40,6828197","parent.exe","20288","CreateFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6828612","parent.exe","20288","QueryBasicInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe","SUCCESS","CreationTime: 20.11.2025 23:18:21, LastAccessTime: 20.11.2025 23:39:09, LastWriteTime: 20.11.2025 23:23:37, ChangeTime: 20.11.2025 23:23:37, FileAttributes: A"
"23:43:40,6828825","parent.exe","20288","CloseFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe","SUCCESS",""
"23:43:40,6829617","parent.exe","20288","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\child2.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"23:43:40,6829915","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Wow64\x86\xtajit","NAME NOT FOUND","Desired Access: Query Value"
"23:43:40,6831317","parent.exe","20288","CreateFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6832016","parent.exe","20288","CreateFileMapping","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"23:43:40,6832452","parent.exe","20288","CreateFileMapping","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe","SUCCESS","SyncType: SyncTypeOther"
"23:43:40,6833252","parent.exe","20288","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\child2.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"23:43:40,6833844","parent.exe","20288","QuerySecurityFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe","SUCCESS","Information: Label"
"23:43:40,6834716","parent.exe","20288","QueryNameInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe","SUCCESS","Name: \Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe"
"23:43:40,6899143","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-956525231-4267278670-869784965-1001","SUCCESS","Desired Access: All Access"
"23:43:40,6899584","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-956525231-4267278670-869784965-1001\\Device\HarddiskVolume3\Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe","NAME NOT FOUND","Length: 40"
"23:43:40,6900087","parent.exe","20288","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-956525231-4267278670-869784965-1001","SUCCESS",""
"23:43:40,6900393","parent.exe","20288","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\BAM","REPARSE","Desired Access: Query Value"
"23:43:40,6900753","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\BAM","NAME NOT FOUND","Desired Access: Query Value"
"23:43:40,6901308","parent.exe","20288","Process Create","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe","SUCCESS","PID: 20140, Command line: child2.exe child1_to_child2 child2_to_parent"
"23:43:40,6902597","parent.exe","20288","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"23:43:40,6902929","parent.exe","20288","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 114, Data: C:\Users\kseni\AppData\Local\Microsoft\Windows\INetCache"
"23:43:40,6903200","parent.exe","20288","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"23:43:40,6903438","parent.exe","20288","RegOpenKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Query Value"
"23:43:40,6903866","parent.exe","20288","RegQueryValue","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe","NAME NOT FOUND","Length: 16"
"23:43:40,6904060","parent.exe","20288","RegCloseKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"23:43:40,6904419","parent.exe","20288","QuerySecurityFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child2.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"23:43:40,6905094","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6905468","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"23:43:40,6905809","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6906098","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
